movies_name,movies_genre,movies_release_date,movies_run_time,movies_poster,movies_poster_url,movies_director,movies_starring_name
Rising High,Satire,17-Apr-20,"1 hour, 34 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Rising_High_poster.jpg/220px-Rising_High_poster.jpg,https://en.wikipedia.org/wiki/File:Rising_High_poster.jpg,N/A,Sophia Thomalla
Rising High,Satire,17-Apr-20,"1 hour, 34 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Rising_High_poster.jpg/220px-Rising_High_poster.jpg,https://en.wikipedia.org/wiki/File:Rising_High_poster.jpg,N/A,Anne Schäfer
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Wagner Moura
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Sérgio Vieira de Mello
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Ana de Armas
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Garret Dillahunt
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Brían F. O'Byrne
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Gil Loescher
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Clemens Schick
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Bradley Whitford
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Paul Bremer
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Xanana Gusmão
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Vithaya Pansringarm
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Abdurrahman Wahid
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Ieng Sary
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Khmer Rouge
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Alice Assef
Sergio,Biopic,17-Apr-20,"1 hour, 58 min.",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sergio_poster.jpeg/220px-Sergio_poster.jpeg,https://en.wikipedia.org/wiki/File:Sergio_poster.jpeg,Greg Barker,Nadia Younes
The Willoughbys,Animation,22-Apr-20,"1 hour, 32 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Time_to_Hunt_%28film%29.jpg/220px-Time_to_Hunt_%28film%29.jpg,https://en.wikipedia.org/wiki/File:Time_to_Hunt_(film).jpg,Kris Pearn,N/A
Time to Hunt,Thriller,23-Apr-20,"2 hours, 14 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Time_to_Hunt_%28film%29.jpg/220px-Time_to_Hunt_%28film%29.jpg,https://en.wikipedia.org/wiki/File:Time_to_Hunt_(film).jpg,N/A,Lee Je-hoon
Time to Hunt,Thriller,23-Apr-20,"2 hours, 14 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Time_to_Hunt_%28film%29.jpg/220px-Time_to_Hunt_%28film%29.jpg,https://en.wikipedia.org/wiki/File:Time_to_Hunt_(film).jpg,N/A,Ahn Jae-hong
Time to Hunt,Thriller,23-Apr-20,"2 hours, 14 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Time_to_Hunt_%28film%29.jpg/220px-Time_to_Hunt_%28film%29.jpg,https://en.wikipedia.org/wiki/File:Time_to_Hunt_(film).jpg,N/A,Choi Woo-shik
Time to Hunt,Thriller,23-Apr-20,"2 hours, 14 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Time_to_Hunt_%28film%29.jpg/220px-Time_to_Hunt_%28film%29.jpg,https://en.wikipedia.org/wiki/File:Time_to_Hunt_(film).jpg,N/A,Park Jung-min
Time to Hunt,Thriller,23-Apr-20,"2 hours, 14 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Time_to_Hunt_%28film%29.jpg/220px-Time_to_Hunt_%28film%29.jpg,https://en.wikipedia.org/wiki/File:Time_to_Hunt_(film).jpg,N/A,Park Hae-soo
Time to Hunt,Thriller,23-Apr-20,"2 hours, 14 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Time_to_Hunt_%28film%29.jpg/220px-Time_to_Hunt_%28film%29.jpg,https://en.wikipedia.org/wiki/File:Time_to_Hunt_(film).jpg,N/A,Park Hae-soo
Time to Hunt,Thriller,23-Apr-20,"2 hours, 14 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Time_to_Hunt_%28film%29.jpg/220px-Time_to_Hunt_%28film%29.jpg,https://en.wikipedia.org/wiki/File:Time_to_Hunt_(film).jpg,N/A,Jo Sung-ha as Bong-sik / Bong-soo
Time to Hunt,Thriller,23-Apr-20,"2 hours, 14 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Time_to_Hunt_%28film%29.jpg/220px-Time_to_Hunt_%28film%29.jpg,https://en.wikipedia.org/wiki/File:Time_to_Hunt_(film).jpg,N/A,Kim Won-hae as Bin-dae
Extraction,Action,24-Apr-20,"1 hour, 57 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Extraction_%282020_film%29.png/220px-Extraction_%282020_film%29.png,https://en.wikipedia.org/wiki/File:Extraction_(2020_film).png,Sam Hargrave,Chris Hemsworth
Extraction,Action,24-Apr-20,"1 hour, 57 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Extraction_%282020_film%29.png/220px-Extraction_%282020_film%29.png,https://en.wikipedia.org/wiki/File:Extraction_(2020_film).png,Sam Hargrave,Randeep Hooda
Extraction,Action,24-Apr-20,"1 hour, 57 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Extraction_%282020_film%29.png/220px-Extraction_%282020_film%29.png,https://en.wikipedia.org/wiki/File:Extraction_(2020_film).png,Sam Hargrave,Golshifteh Farahani
Extraction,Action,24-Apr-20,"1 hour, 57 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Extraction_%282020_film%29.png/220px-Extraction_%282020_film%29.png,https://en.wikipedia.org/wiki/File:Extraction_(2020_film).png,Sam Hargrave,Pankaj Tripathi
Extraction,Action,24-Apr-20,"1 hour, 57 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Extraction_%282020_film%29.png/220px-Extraction_%282020_film%29.png,https://en.wikipedia.org/wiki/File:Extraction_(2020_film).png,Sam Hargrave,David Harbour
Extraction,Action,24-Apr-20,"1 hour, 57 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Extraction_%282020_film%29.png/220px-Extraction_%282020_film%29.png,https://en.wikipedia.org/wiki/File:Extraction_(2020_film).png,Sam Hargrave,Priyanshu Painyuli
Extraction,Action,24-Apr-20,"1 hour, 57 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Extraction_%282020_film%29.png/220px-Extraction_%282020_film%29.png,https://en.wikipedia.org/wiki/File:Extraction_(2020_film).png,Sam Hargrave,Sudipto Balav
Extraction,Action,24-Apr-20,"1 hour, 57 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Extraction_%282020_film%29.png/220px-Extraction_%282020_film%29.png,https://en.wikipedia.org/wiki/File:Extraction_(2020_film).png,Sam Hargrave,Shataf Figar
Extraction,Action,24-Apr-20,"1 hour, 57 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Extraction_%282020_film%29.png/220px-Extraction_%282020_film%29.png,https://en.wikipedia.org/wiki/File:Extraction_(2020_film).png,Sam Hargrave,Neha Mahajan
Extraction,Action,24-Apr-20,"1 hour, 57 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Extraction_%282020_film%29.png/220px-Extraction_%282020_film%29.png,https://en.wikipedia.org/wiki/File:Extraction_(2020_film).png,Sam Hargrave,Sam Hargrave
Dangerous Lies,Thriller,30-Apr-20,"1 hour, 37 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Dangerous_Lies_poster.jpg/220px-Dangerous_Lies_poster.jpg,https://en.wikipedia.org/wiki/File:Dangerous_Lies_poster.jpg,N/A,Camila Mendes
Dangerous Lies,Thriller,30-Apr-20,"1 hour, 37 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Dangerous_Lies_poster.jpg/220px-Dangerous_Lies_poster.jpg,https://en.wikipedia.org/wiki/File:Dangerous_Lies_poster.jpg,N/A,Jessie T. Usher
Dangerous Lies,Thriller,30-Apr-20,"1 hour, 37 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Dangerous_Lies_poster.jpg/220px-Dangerous_Lies_poster.jpg,https://en.wikipedia.org/wiki/File:Dangerous_Lies_poster.jpg,N/A,Jamie Chung
Dangerous Lies,Thriller,30-Apr-20,"1 hour, 37 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Dangerous_Lies_poster.jpg/220px-Dangerous_Lies_poster.jpg,https://en.wikipedia.org/wiki/File:Dangerous_Lies_poster.jpg,N/A,Cam Gigandet
Dangerous Lies,Thriller,30-Apr-20,"1 hour, 37 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Dangerous_Lies_poster.jpg/220px-Dangerous_Lies_poster.jpg,https://en.wikipedia.org/wiki/File:Dangerous_Lies_poster.jpg,N/A,Sasha Alexander
Dangerous Lies,Thriller,30-Apr-20,"1 hour, 37 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Dangerous_Lies_poster.jpg/220px-Dangerous_Lies_poster.jpg,https://en.wikipedia.org/wiki/File:Dangerous_Lies_poster.jpg,N/A,Elliott Gould
Dangerous Lies,Thriller,30-Apr-20,"1 hour, 37 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Dangerous_Lies_poster.jpg/220px-Dangerous_Lies_poster.jpg,https://en.wikipedia.org/wiki/File:Dangerous_Lies_poster.jpg,N/A,Radhesh Aria
Rich in Love,Romantic comedy,30-Apr-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Rich_in_Love_2020_poster.jpg/220px-Rich_in_Love_2020_poster.jpg,https://en.wikipedia.org/wiki/File:Rich_in_Love_2020_poster.jpg,N/A,Danilo Mesquita
Rich in Love,Romantic comedy,30-Apr-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Rich_in_Love_2020_poster.jpg/220px-Rich_in_Love_2020_poster.jpg,https://en.wikipedia.org/wiki/File:Rich_in_Love_2020_poster.jpg,N/A,Giovanna Lancellotti
Rich in Love,Romantic comedy,30-Apr-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Rich_in_Love_2020_poster.jpg/220px-Rich_in_Love_2020_poster.jpg,https://en.wikipedia.org/wiki/File:Rich_in_Love_2020_poster.jpg,N/A,Fernanda Paes Leme
Rich in Love,Romantic comedy,30-Apr-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Rich_in_Love_2020_poster.jpg/220px-Rich_in_Love_2020_poster.jpg,https://en.wikipedia.org/wiki/File:Rich_in_Love_2020_poster.jpg,N/A,Ernani Moraes
Rich in Love,Romantic comedy,30-Apr-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Rich_in_Love_2020_poster.jpg/220px-Rich_in_Love_2020_poster.jpg,https://en.wikipedia.org/wiki/File:Rich_in_Love_2020_poster.jpg,N/A,Bruna Griphao
Rich in Love,Romantic comedy,30-Apr-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Rich_in_Love_2020_poster.jpg/220px-Rich_in_Love_2020_poster.jpg,https://en.wikipedia.org/wiki/File:Rich_in_Love_2020_poster.jpg,N/A,Caio Paduan
Rich in Love,Romantic comedy,30-Apr-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Rich_in_Love_2020_poster.jpg/220px-Rich_in_Love_2020_poster.jpg,https://en.wikipedia.org/wiki/File:Rich_in_Love_2020_poster.jpg,N/A,Alok
All Day and a Night,Drama,1-May-20,"2 hours, 1 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/All_Day_and_a_Night_poster.jpg/220px-All_Day_and_a_Night_poster.jpg,https://en.wikipedia.org/wiki/File:All_Day_and_a_Night_poster.jpg,Joe Robert Cole,Ashton Sanders
All Day and a Night,Drama,1-May-20,"2 hours, 1 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/All_Day_and_a_Night_poster.jpg/220px-All_Day_and_a_Night_poster.jpg,https://en.wikipedia.org/wiki/File:All_Day_and_a_Night_poster.jpg,Joe Robert Cole,Jeffrey Wright
All Day and a Night,Drama,1-May-20,"2 hours, 1 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/All_Day_and_a_Night_poster.jpg/220px-All_Day_and_a_Night_poster.jpg,https://en.wikipedia.org/wiki/File:All_Day_and_a_Night_poster.jpg,Joe Robert Cole,Regina Taylor
All Day and a Night,Drama,1-May-20,"2 hours, 1 min.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/All_Day_and_a_Night_poster.jpg/220px-All_Day_and_a_Night_poster.jpg,https://en.wikipedia.org/wiki/File:All_Day_and_a_Night_poster.jpg,Joe Robert Cole,Yahya Abdul-Mateen II
Mrs. Serial Killer,Thriller,1-May-20,"1 hour, 46 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Mrs._Serial_Killer_poster.jpg/220px-Mrs._Serial_Killer_poster.jpg,https://en.wikipedia.org/wiki/File:Mrs._Serial_Killer_poster.jpg,Shirish Kunder,Jacqueline Fernandez
Mrs. Serial Killer,Thriller,1-May-20,"1 hour, 46 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Mrs._Serial_Killer_poster.jpg/220px-Mrs._Serial_Killer_poster.jpg,https://en.wikipedia.org/wiki/File:Mrs._Serial_Killer_poster.jpg,Shirish Kunder,Manoj Bajpayee
Mrs. Serial Killer,Thriller,1-May-20,"1 hour, 46 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Mrs._Serial_Killer_poster.jpg/220px-Mrs._Serial_Killer_poster.jpg,https://en.wikipedia.org/wiki/File:Mrs._Serial_Killer_poster.jpg,Shirish Kunder,Mohit Raina
Mrs. Serial Killer,Thriller,1-May-20,"1 hour, 46 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Mrs._Serial_Killer_poster.jpg/220px-Mrs._Serial_Killer_poster.jpg,https://en.wikipedia.org/wiki/File:Mrs._Serial_Killer_poster.jpg,Shirish Kunder,Darshan Jariwala
The Half of It,Romance,1-May-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/71/The_Half_of_It_poster.jpeg/220px-The_Half_of_It_poster.jpeg,https://en.wikipedia.org/wiki/File:The_Half_of_It_poster.jpeg,Alice Wu,"Leah Lewis as Ellie Chu, a shy, introverted, Asian-American straight-A student"
The Half of It,Romance,1-May-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/71/The_Half_of_It_poster.jpeg/220px-The_Half_of_It_poster.jpeg,https://en.wikipedia.org/wiki/File:The_Half_of_It_poster.jpeg,Alice Wu,"Daniel Diemer as Paul Munsky, a school jock whom Ellie helps out by writing love letters"
The Half of It,Romance,1-May-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/71/The_Half_of_It_poster.jpeg/220px-The_Half_of_It_poster.jpeg,https://en.wikipedia.org/wiki/File:The_Half_of_It_poster.jpeg,Alice Wu,"Alexxis Lemire as Aster Flores, the daughter of a local deacon."
The Half of It,Romance,1-May-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/71/The_Half_of_It_poster.jpeg/220px-The_Half_of_It_poster.jpeg,https://en.wikipedia.org/wiki/File:The_Half_of_It_poster.jpeg,Alice Wu,"Collin Chou as Edwin Chu, Ellie's father"
The Half of It,Romance,1-May-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/71/The_Half_of_It_poster.jpeg/220px-The_Half_of_It_poster.jpeg,https://en.wikipedia.org/wiki/File:The_Half_of_It_poster.jpeg,Alice Wu,"Enrique Murciano as Deacon Flores, Aster's father"
The Half of It,Romance,1-May-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/71/The_Half_of_It_poster.jpeg/220px-The_Half_of_It_poster.jpeg,https://en.wikipedia.org/wiki/File:The_Half_of_It_poster.jpeg,Alice Wu,"Catherine Curtin as Colleen Munsky, Paul's mother"
The Half of It,Romance,1-May-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/71/The_Half_of_It_poster.jpeg/220px-The_Half_of_It_poster.jpeg,https://en.wikipedia.org/wiki/File:The_Half_of_It_poster.jpeg,Alice Wu,"Wolfgang Novogratz as Trig Carson, Aster's boyfriend"
The Half of It,Romance,1-May-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/71/The_Half_of_It_poster.jpeg/220px-The_Half_of_It_poster.jpeg,https://en.wikipedia.org/wiki/File:The_Half_of_It_poster.jpeg,Alice Wu,Becky Ann Baker as Mrs. Geselschap
The Half of It,Romance,1-May-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/7/71/The_Half_of_It_poster.jpeg/220px-The_Half_of_It_poster.jpeg,https://en.wikipedia.org/wiki/File:The_Half_of_It_poster.jpeg,Alice Wu,Gabrielle Samels as Amber
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,David Spade
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Lauren Lapkus
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Nick Swardson
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Geoff Pierson
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Jackie Sandler
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Sarah Chalke
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Rob Schneider
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Chris Witaske
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,"Joe ""Roman Reigns"" Anoai"
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Molly Sims
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,John Farley
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Jorge Garcia
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Jonathan Loughran
The Wrong Missy,Comedy,13-May-20,"1 hour, 30 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The_Wrong_Missy_poster.jpg/220px-The_Wrong_Missy_poster.jpg,https://en.wikipedia.org/wiki/File:The_Wrong_Missy_poster.jpg,N/A,Vanilla Ice
The Lovebirds,Romantic comedy,22-May-20,"1 hour, 27 min.",N/A,N/A,Michael Showalter,Kumail Nanjiani
The Lovebirds,Romantic comedy,22-May-20,"1 hour, 27 min.",N/A,N/A,Michael Showalter,Issa Rae
The Lovebirds,Romantic comedy,22-May-20,"1 hour, 27 min.",N/A,N/A,Michael Showalter,Anna Camp
The Lovebirds,Romantic comedy,22-May-20,"1 hour, 27 min.",N/A,N/A,Michael Showalter,Paul Sparks
The Lovebirds,Romantic comedy,22-May-20,"1 hour, 27 min.",N/A,N/A,Michael Showalter,Kyle Bornheimer
The Lovebirds,Romantic comedy,22-May-20,"1 hour, 27 min.",N/A,N/A,Michael Showalter,Moses Storm
The Lovebirds,Romantic comedy,22-May-20,"1 hour, 27 min.",N/A,N/A,Michael Showalter,Barry Rothbart
The Lovebirds,Romantic comedy,22-May-20,"1 hour, 27 min.",N/A,N/A,Michael Showalter,Catherine Cohen
I'm No Longer Here,Drama,27-May-20,"1 hour, 45 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/88/I%27m_No_Longer_Here_poster.jpg/220px-I%27m_No_Longer_Here_poster.jpg,https://en.wikipedia.org/wiki/File:I%27m_No_Longer_Here_poster.jpg,N/A,N/A
Intuition,Thriller,28-May-20,"1 hour, 56 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Intuition_%28film%29_poster.jpg/220px-Intuition_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/File:Intuition_(film)_poster.jpg,N/A,Luisana Lopilato
Intuition,Thriller,28-May-20,"1 hour, 56 min.",https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Intuition_%28film%29_poster.jpg/220px-Intuition_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/File:Intuition_(film)_poster.jpg,N/A,Joaquín Furriel
Choked: Paisa Bolta Hai,Drama,5-Jun-20,"1 hour, 54 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Choked_%28film%29_poster.jpg/220px-Choked_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/File:Choked_(film)_poster.jpg,Anurag Kashyap,Saiyami Kher
Choked: Paisa Bolta Hai,Drama,5-Jun-20,"1 hour, 54 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Choked_%28film%29_poster.jpg/220px-Choked_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/File:Choked_(film)_poster.jpg,Anurag Kashyap,Roshan Mathew
Choked: Paisa Bolta Hai,Drama,5-Jun-20,"1 hour, 54 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Choked_%28film%29_poster.jpg/220px-Choked_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/File:Choked_(film)_poster.jpg,Anurag Kashyap,Amruta Subhash
Choked: Paisa Bolta Hai,Drama,5-Jun-20,"1 hour, 54 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Choked_%28film%29_poster.jpg/220px-Choked_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/File:Choked_(film)_poster.jpg,Anurag Kashyap,Rajshri Deshpande
Choked: Paisa Bolta Hai,Drama,5-Jun-20,"1 hour, 54 min.",https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Choked_%28film%29_poster.jpg/220px-Choked_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/File:Choked_(film)_poster.jpg,Anurag Kashyap,Tushar Dalvi
